crf,preset,res,bitrate,vmaf,time
37,9,1080,4657,93.170904,101.771
37,10,1080,4681,92.489412,90.034
39,4,1080,4028,94.684973,447.074
39,5,1080,4089,94.546373,312.007
39,6,1080,4142,94.223352,220.782
39,7,1080,4236,93.969886,182.736
39,8,1080,4438,93.752935,133.449
39,9,1080,3990,92.138295,99.110
39,10,1080,4029,91.445737,87.295
41,4,1080,3520,93.943588,500.504
41,5,1080,3583,93.784682,324.413
41,6,1080,3576,93.394729,231.427
41,7,1080,3673,93.114268,185.427
41,8,1080,3875,93.029534,137.031
41,9,1080,3406,90.959032,101.181
41,10,1080,3449,90.243536,87.583
43,4,1080,3088,93.114472,496.948
43,5,1080,3141,92.923308,323.067
43,6,1080,3105,92.454068,230.330
43,7,1080,3183,92.132869,183.834
43,8,1080,3381,92.072461,136.694
43,9,1080,2904,89.620258,98.079
43,10,1080,2952,88.936940,87.086
44,4,1080,2893,92.679266,530.161
44,5,1080,2941,92.483174,337.854
44,6,1080,2881,92.010847,239.779
44,7,1080,2958,91.648007,188.019
44,8,1080,3159,91.568531,137.237
44,9,1080,2681,89.011629,99.946
44,10,1080,2723,88.241981,86.746
45,4,1080,2709,92.225902,531.179
45,5,1080,2751,92.023187,338.273
45,6,1080,2678,91.489992,241.176
45,7,1080,2750,91.117920,189.715
45,8,1080,2944,91.026579,137.560
45,9,1080,2469,88.276269,98.651
45,10,1080,2508,87.502090,88.165
46,4,1080,2539,91.781945,552.109
46,5,1080,2573,91.563977,353.046
46,6,1080,2503,90.974597,240.239
46,7,1080,2566,90.569995,185.716
46,8,1080,2753,90.479128,136.063
46,9,1080,2284,87.531191,96.104
46,10,1080,2320,86.749143,86.197
47,4,1080,2392,91.344864,550.244
47,5,1080,2424,91.116819,350.818
47,6,1080,2344,90.449013,239.347
47,7,1080,2398,90.022412,183.625
47,8,1080,2581,89.919488,134.065
47,9,1080,2109,86.740907,95.421
47,10,1080,2142,85.945213,84.340
48,4,1080,2243,90.846405,554.877
48,5,1080,2273,90.620510,353.987
48,6,1080,2184,89.891579,247.575
48,7,1080,2232,89.432342,185.187
48,8,1080,2408,89.319480,131.553
48,9,1080,1944,85.833725,94.520
48,10,1080,1969,85.065715,84.674
49,4,1080,2102,90.368949,593.265
49,5,1080,2131,90.125085,370.199
49,6,1080,2040,89.374824,248.874
49,7,1080,2079,88.863937,185.354
49,8,1080,2247,88.746975,133.170
49,9,1080,1791,84.945886,94.786
49,10,1080,1814,84.158008,83.047
